Geneid	dmso_24h_n_1	dmso_24h_n_2	dmso_24h_n_3	thapsigargin_6h_n_1	thapsigargin_6h_n_2	thapsigargin_6h_n_3	thapsigargin_24h_n_1	thapsigargin_24h_n_2	thapsigargin_24h_n_3
Hmox1	1157	1091	1035	2007	819	1015	6283	5405	7525
Mcm5	6206	7207	6034	7151	2271	4194	6119	5407	6414
Rasd2	605	715	803	466	181	343	782	575	764
1700007B14Rik	4	2	12	1	4	0	18	3	5
Gm10649	4	1	1	0	3	0	0	0	1
Nr3c2	267	326	260	206	108	115	202	121	175
Arhgap10	617	601	546	607	227	336	533	410	536
0610038B21Rik	19	11	24	25	33	0	17	38	11
Prmt10	605	585	572	731	237	489	786	577	725
Tmem184c	4350	3932	3930	3603	1171	1825	4621	3625	4747
1700092C02Rik	0	2	0	0	2	0	0	0	4
Ednra	20	38	50	6	27	19	3	15	12
Ttc29	0	4	3	0	29	13	0	0	0
Pou4f2	0	0	0	12	42	0	7	0	2
Rbmxl1	1414	1528	1387	1375	537	730	1138	1154	1410
Slc10a7	1129	1207	1237	1216	401	833	1159	982	1114
Lsm6	1152	1515	1331	966	405	548	961	912	1054
Zfp827	3040	2985	2916	2690	1006	1660	2776	2249	2527
1700011L22Rik	0	2	0	6	16	35	3	0	0
Mmaa	225	221	308	221	107	156	327	245	235
Gm4890	185	76	92	81	34	27	227	128	157
Smad1	2749	3031	2840	2837	979	1429	2500	1729	2522
Otud4	9104	7113	7686	10825	2977	5423	8693	7206	8169
Abce1	9093	8281	8322	11835	3781	7345	13752	11843	13744
Anapc10	471	482	493	501	243	290	580	479	596
Hhip	19	7	6	50	63	68	31	49	39
Gypa	7	1	0	0	4	0	0	4	0
Frem3	0	0	0	5	46	56	15	0	0
Smarca5	13942	12609	12610	16088	5093	8025	13849	10804	14070
Gab1	33	17	24	31	81	44	27	29	35
Usp38	3278	3053	3275	3507	1133	2141	3025	2441	3297
Inpp4b	612	574	680	984	343	631	1453	1040	1234
Il15	0	0	2	2	5	64	5	0	2
Zfp330	847	803	985	1528	510	835	1353	1555	1489
Rnf150	5939	7341	7143	5847	2135	3801	3237	2889	3540
Tbc1d9	3246	2843	2913	3123	1044	1780	4061	3469	3960
Ucp1	6	1	5	6	8	23	5	9	4
Elmod2	1838	1565	1647	2521	685	1193	3163	2345	3046
Mgat4d	5	1	1	0	4	0	4	0	0
Clgn	2413	2309	2095	1433	620	890	2086	1818	2073
Scoc	5185	4388	4622	2639	912	1275	3018	2345	3159
Olfr370	0	0	1	3	16	16	0	0	0
Ndufb7	888	1107	804	486	182	425	706	774	754
Tecr	6385	7005	6177	4098	1459	3201	5436	3823	5321
Dnajb1	1963	1909	1901	1665	538	1090	1730	1370	1753
Gipc1	944	1159	882	687	262	439	938	661	952
Ptger1	36	36	25	85	60	20	39	47	33
Pkn1	1946	1958	1865	1735	748	1117	2229	1822	2258
Ddx39	1470	1398	1229	1542	518	919	1877	1479	1843
Adgre5	174	178	228	153	122	54	205	206	242
Mir1668	0	0	0	0	0	0	0	0	0
Adgrl1	9738	9887	10630	7785	2602	5076	7595	6076	7052
Asf1b	3029	3215	2742	2976	954	1519	1992	1418	2041
Prkaca	8634	9479	9271	6514	2460	4096	5696	4645	6479
Samd1	1998	2352	1936	1563	514	1033	1303	1338	1674
1700067K01Rik	104	30	57	50	25	53	67	37	58
Mir8111	5	4	1	9	2	0	3	0	7
2210011C24Rik	114	72	61	26	39	43	67	21	60
Mir1199	0	0	0	0	0	0	0	0	0
Palm3	0	1	1	6	41	78	2	7	4
Il27ra	1	6	3	5	32	40	1	2	10
Rln3	0	0	0	11	20	16	2	0	2
Rfx1	1020	857	971	1322	473	831	1283	879	1161
Mir709	6	1	1	1	1	0	7	7	0
Dcaf15	1336	1196	1135	1147	379	642	1284	801	1085
Podnl1	8	0	0	6	53	19	8	0	0
Cc2d1a	1546	1281	1257	1291	534	1017	1697	1393	1666
4930432K21Rik	71	76	60	61	51	67	62	60	40
Nanos3	0	2	6	1	15	1	2	0	0
Mir181d	0	0	0	0	4	0	0	0	1
Mir181c	0	0	0	0	1	0	0	0	0
Mir23a	0	0	1	0	5	0	4	0	0
Mir27a	1	3	0	6	1	0	0	0	0
Mir24-2	9	4	2	8	12	0	10	0	3
Mir3074-2	11	1	2	9	3	0	0	0	1
Zswim4	1057	996	969	1258	504	1023	914	891	988
D8Ertd738e	1126	1246	1079	884	394	454	1085	1097	1337
Mri1	593	332	431	495	163	279	572	417	404
Ccdc130	500	414	464	757	226	591	722	650	705
Cacna1a	1183	1026	1137	1041	498	630	747	466	550
Ier2	527	492	358	1281	391	551	610	533	681
Nacc1	9066	9607	8542	6920	2305	4063	6293	4810	6490
Trmt1	1160	905	1025	1300	432	852	2181	1381	1806
Lyl1	7	2	10	4	22	0	12	13	9
Nfix	5772	6537	6075	3372	1283	2023	3321	2569	3357
Dand5	116	109	121	109	72	101	180	159	132
Gadd45gip1	779	1048	745	889	308	463	732	740	792
Rad23a	3131	3263	3025	2565	1012	1797	2560	2481	2837
Calr	45754	45826	41048	41582	16118	28343	90637	76137	93220
Farsa	878	913	884	1120	403	468	1156	1186	1045
Mir7069	0	0	0	0	0	0	0	0	0
Syce2	828	927	724	596	269	533	599	493	683
Gcdh	900	809	959	787	296	468	1106	749	1023
Klf1	4	3	17	10	34	24	17	0	10
Dnase2a	454	430	438	323	149	194	355	180	263
Mast1	3052	2593	2611	2291	916	1141	2499	1625	1813
Gm38426	61	27	60	102	27	19	38	38	49
Rtbdn	184	129	188	143	79	160	137	120	37
Rnaseh2a	683	673	693	727	222	370	867	612	800
Prdx2	4797	6084	4929	3153	1216	2089	3860	3205	4089
Junb	697	699	686	1787	605	1136	1144	1111	1359
Hook2	1385	1007	1114	1371	422	684	1477	1160	1222
Best2	3	3	8	17	70	40	3	3	5
Asna1	2558	2798	2291	1800	656	1224	2527	1941	2692
2310036O22Rik	1584	1796	1560	1463	479	936	1549	1106	1610
Tnpo2	3712	2875	3214	4134	1340	2145	4064	3398	3719
A230103J11Rik	17	6	18	16	47	23	39	0	14
Fbxw9	370	282	306	482	181	307	619	555	478
Mir7070	0	0	0	0	0	0	0	0	0
Gm5741	0	0	5	1	5	20	2	0	2
Dhps	597	599	505	435	195	184	711	489	604
Wdr83	519	505	413	504	160	224	606	381	422
Wdr83os	661	711	670	382	131	281	850	581	765
Man2b1	3895	4185	3557	2336	858	1377	3087	2216	2744
Zfp791	320	248	199	174	72	113	254	135	177
Cks1brt	1	1	1	0	25	11	9	13	7
Olfr371	0	1	0	0	2	0	0	0	0
Vps35	8837	8536	8337	7782	2526	4923	9133	8145	9999
Orc6	2681	2097	2163	2654	677	1534	2075	1640	1824
Mylk3	1	9	2	5	58	2	6	15	3
4921524J17Rik	411	381	425	480	163	318	444	372	531
Gpt2	2172	1678	1789	10522	3362	6133	7553	6300	7608
Dnaja2	4842	4984	4703	5184	1730	3303	5144	4172	5961
Neto2	6147	5335	5345	4807	1549	2432	5763	4668	5964
Mir8109	0	0	0	0	15	0	9	0	0
Itfg1	13383	12753	12208	7978	2982	5171	10055	7123	10081
Phkb	2505	2325	2328	1865	698	1137	2605	1892	2471
Abcc12	17	17	11	21	114	71	23	2	16
Lonp2	2163	2400	2107	2105	714	1358	2420	2224	2650
Siah1a	1306	1461	1399	1740	612	958	2123	1546	2220
Gm10638	42	25	28	35	50	26	87	39	62
N4bp1	5897	5716	5563	6692	2143	3563	6121	5485	6093
Gm10637	24	10	14	1	13	0	5	2	4
Cbln1	917	1079	936	442	216	299	375	377	470
Gm2694	511	469	420	266	116	273	376	161	313
4933402J07Rik	0	0	0	1	14	9	2	6	0
1700096P03Rik	0	0	0	0	4	9	0	0	0
Zfp423	27	69	128	81	101	178	100	102	213
Cnep1r1	2292	1966	1979	1925	616	1254	2052	1729	2155
Heatr3	1689	1694	1362	1836	668	1007	1698	1121	1746
Mir7071	0	0	0	0	2	0	0	0	0
Papd5	3011	2447	2648	3639	1043	1664	5006	3803	4960
Adcy7	995	996	1299	709	461	616	860	746	992
Brd7	2404	2069	2166	2154	690	1064	2447	1851	2458
Nkd1	13	12	7	10	83	64	12	8	8
Snx20	2	2	12	7	34	16	16	0	4
Nod2	2	8	9	3	56	11	5	6	11
Cyld	6164	5316	5790	6067	1952	3176	4895	3970	4692
Mir8110	0	0	0	0	3	0	1	0	0
Sall1	115	71	72	70	82	57	40	66	61
Tox3	3260	2618	2523	3609	1002	1945	3547	2392	2919
Chd9	8538	7620	7838	8074	2749	4527	6928	5103	5553
Rbl2	2503	2531	2562	1790	600	1039	1977	1411	1756
Aktip	1881	1979	1914	2159	864	1287	2549	1987	2609
Rpgrip1l	1414	1160	1275	1262	511	706	1323	1044	1146
Fto	3301	3453	3335	2607	1052	1915	3068	2737	3492
Irx3	0	0	5	1	48	15	28	0	3
Crnde	425	393	557	601	256	433	289	323	335
Irx5	316	246	243	358	174	380	273	267	324
Irx6	0	1	0	8	28	45	21	0	0
Mmp2	0	0	3	6	49	30	22	30	18
Lpcat2	2	2	4	5	35	60	0	1	8
Capns2	0	0	0	0	2	0	4	0	0
Slc6a2	6	2	0	8	82	54	17	7	3
Ces1a	0	0	0	0	19	5	0	0	0
Ces1b	0	0	0	0	18	9	1	0	0
Ces1c	0	0	0	0	17	8	1	0	1
Ces1d	88	111	118	54	45	58	43	35	40
Ces1e	0	0	3	5	21	18	0	0	1
Ces1f	0	1	0	0	29	44	0	0	2
Ces1g	8	2	1	4	23	23	0	0	0
Ces5a	6	3	7	10	34	33	7	5	10
Gnao1	23656	22380	22914	20857	7113	12516	17224	12391	15749
4930488L21Rik	36	26	14	36	24	0	35	28	30
Amfr	10621	10838	9358	8414	2985	5031	10791	8841	11682
Nudt21	1193	1099	1047	1039	348	572	1026	742	1129
Ogfod1	1770	1724	2008	2163	735	1527	2031	1522	1872
Bbs2	1536	1295	1299	1252	494	750	1418	1017	1195
Mt4	0	0	3	0	2	0	6	0	0
Mt3	623	676	561	237	138	138	386	218	328
Mt2	3846	3583	2668	2753	945	1601	6111	4289	5754
Mt1	9487	10301	6692	6438	2274	3440	12573	8758	11922
Nup93	7145	6011	6036	7599	2755	4466	11328	9385	9867
Mir138-2	23	8	14	10	1	10	9	10	4
Slc12a3	114	39	74	81	121	74	175	94	56
Herpud1	3397	3149	2983	10408	3240	6425	13235	12756	14940
9330175E14Rik	0	0	0	7	25	9	8	12	11
Nlrc5	290	153	264	231	213	305	425	253	323
Mir7072	0	4	0	0	0	0	0	0	0
Cpne2	921	832	805	441	238	323	802	622	801
Fam192a	1273	1428	1201	1524	567	950	1438	1399	1822
Rspry1	1333	1173	1110	1289	440	691	1125	1058	1229
Arl2bp	3565	3540	3365	2626	934	1863	3518	2883	3747
Pllp	13	11	15	12	25	30	7	2	20
Ccl22	3	1	3	0	22	0	6	0	0
Cx3cl1	96	97	90	42	52	17	66	45	96
Ccl17	0	0	1	0	9	0	6	0	0
Ciapin1	1492	1288	1106	1329	535	884	2126	2036	2225
Coq9	852	832	755	761	346	529	915	767	1037
Polr2c	1402	1412	1335	1548	548	898	1360	1150	1579
Dok4	261	257	245	181	115	196	251	257	258
Ccdc102a	0	4	3	2	58	43	25	0	4
Adgrg5	6	1	0	12	58	85	4	0	0
Adgrg1	6188	6454	5857	5377	1747	3499	6865	5545	6533
Adgrg3	31	18	21	15	35	7	53	4	19
Drc7	2	9	2	5	50	27	20	4	2
Katnb1	1383	1271	1166	1222	479	868	1295	836	1101
Kifc3	1325	1463	1395	1389	643	796	1084	777	952
Cngb1	19	11	38	21	137	58	28	26	11
Tepp	0	3	0	0	24	13	3	0	1
Zfp319	1173	1128	1145	1335	429	905	1552	1088	1481
Usb1	735	603	551	455	198	217	738	562	754
Mmp15	146	186	152	72	122	121	145	157	175
Cfap20	1379	1388	1415	1553	514	857	1297	1043	1281
Csnk2a2	1950	1882	1880	2535	871	1280	2384	2137	2400
Ccdc113	19	12	24	8	43	22	21	8	9
Prss54	0	0	0	5	25	0	3	0	0
Gins3	819	774	818	788	260	581	699	634	689
Ndrg4	5324	5390	5104	3769	1379	2206	5037	4199	5053
Setd6	845	548	663	814	260	567	1041	779	860
Cnot1	17397	15870	16336	16676	5271	9554	17989	13864	15855
Mir7073	6	3	4	6	2	0	6	11	11
4930513N10Rik	55	66	61	75	34	56	90	89	58
Slc38a7	765	809	764	1114	485	706	2384	1729	2024
Got2	6675	7390	6365	4583	1650	2963	5813	4591	6366
Mir28c	0	0	0	0	0	0	0	0	0
Gm15679	0	3	0	0	4	14	0	0	0
Cdh8	3676	3341	3456	3937	1184	2064	3745	2939	3622
Cdh11	46	31	27	31	40	29	59	37	39
1600027J07Rik	0	0	0	6	5	0	3	0	0
4933400L20Rik	0	0	1	0	5	1	2	0	0
Gm29682	0	1	0	4	10	30	1	8	0
Cdh5	0	0	1	2	58	50	16	9	1
Bean1	6	2	1	0	56	59	3	0	1
Tk2	478	544	464	440	215	418	698	586	685
Cklf	455	246	239	271	104	202	325	312	322
Cmtm2a	0	0	0	0	11	0	0	0	1
Cmtm1	7	0	0	0	9	13	0	8	0
Cmtm2b	0	0	1	6	9	19	3	0	0
Cmtm3	22	17	13	9	25	0	44	42	40
Cmtm4	6920	6983	7215	5940	1929	3079	7103	5381	7126
Dync1li2	5989	4707	5627	7822	2606	4344	7394	5792	6829
Ccdc79	48	36	21	77	59	96	64	43	51
Nae1	2305	1742	1948	2286	830	1167	2232	1688	2141
Car7	34	25	32	78	56	16	103	47	80
Pdp2	1207	1317	1249	1145	417	751	1096	814	1137
Cdh16	81	50	38	26	83	65	32	30	18
Rrad	25	64	41	74	63	52	113	135	113
Fam96b	420	528	408	475	171	335	708	592	658
Ces2a	0	2	2	0	15	49	5	0	0
4932416K20Rik	4	0	0	0	27	40	14	0	0
Ces2b	0	0	0	0	16	63	4	0	0
Ces2c	0	0	0	0	8	0	0	0	0
Ces2d-ps	0	0	0	0	0	40	0	0	0
Ces2e	0	6	2	0	19	17	2	0	0
Ces2f	0	0	2	1	40	0	6	0	0
Ces2g	1	4	9	7	29	16	19	0	4
Ces2h	0	0	0	3	29	0	0	1	0
Ces3a	0	3	0	0	23	0	2	0	0
Ces3b	0	0	4	0	33	0	5	0	0
Ces4a	0	4	0	4	36	39	0	0	0
Cbfb	8272	9261	8286	6493	2301	3610	6993	5021	7417
D230025D16Rik	1591	1327	1450	1388	473	868	1504	1024	1464
B3gnt9	1594	1465	1350	1309	470	873	1359	1041	1413
Tradd	302	376	301	267	106	108	285	256	311
Fbxl8	253	268	272	220	132	216	265	198	260
Hsf4	1134	761	673	702	262	428	780	580	628
Nol3	141	119	171	119	99	124	195	149	217
4931428F04Rik	1452	1479	1470	1325	500	770	1291	847	1110
Exoc3l	52	14	16	48	63	30	38	22	29
E2f4	2015	1909	1983	2259	609	1144	2393	1872	2213
Elmo3	1046	944	887	952	407	647	1209	762	933
Mir328	19	9	8	9	9	35	8	14	14
Lrrc29	176	131	206	162	77	165	286	182	136
Tmem208	702	780	714	547	175	415	996	664	870
Fhod1	159	147	161	133	146	121	272	199	203
Slc9a5	1733	895	1315	1464	485	961	1328	938	852
Plekhg4	185	101	162	156	136	161	168	69	95
Kctd19	0	4	2	17	68	34	35	40	34
Lrrc36	30	26	27	62	70	82	67	31	36
Tppp3	390	483	443	209	106	174	213	177	193
Zdhhc1	584	435	573	417	265	255	616	483	434
Hsd11b2	10	21	26	14	52	32	31	45	4
Atp6v0d1	4673	5148	4420	4092	1354	2758	4974	4263	5493
Agrp	0	2	2	4	14	0	4	0	0
Fam65a	2788	2657	2855	2564	1116	2010	2588	2246	2420
Mir1966	0	0	0	0	0	0	0	0	0
Ctcf	5947	6193	5772	5980	2043	3057	5157	4339	5390
Rltpr	565	462	494	426	205	195	337	261	340
Acd	2207	2056	1954	2341	798	1435	2532	1571	2101
Pard6a	481	539	469	703	222	369	601	515	592
Enkd1	384	386	381	567	191	391	402	529	544
4933405L10Rik	5	9	14	5	23	0	13	16	7
Gfod2	305	293	289	320	131	217	246	268	240
Ranbp10	2394	1871	2196	2108	711	1344	2030	1651	2212
Tsnaxip1	3	1	9	10	15	18	6	2	2
Cenpt	864	666	718	792	254	400	873	698	710
Thap11	1044	1088	964	1040	318	560	979	704	1156
Nutf2	305	287	275	344	93	131	390	294	389
Nutf2-ps1	0	0	0	0	0	0	0	0	0
Edc4	3080	2978	3236	3061	942	1908	3531	2891	3357
Nrn1l	23	15	31	40	21	38	19	12	13
Pskh1	2437	2722	2403	1793	717	1210	2143	1907	2265
Ctrl	4	3	4	4	18	3	13	5	5
Psmb10	75	82	94	45	20	35	107	51	107
Lcat	28	11	18	32	22	0	61	1	25
Slc12a4	1136	1059	978	889	390	694	1097	1035	1071
Mir7074	0	0	0	0	0	0	0	0	0
Dpep3	0	6	2	12	29	0	9	0	0
Dpep2	0	3	1	1	31	66	3	0	0
Ddx28	366	486	430	450	184	380	564	613	785
Dus2	307	266	300	269	134	128	496	345	404
Nfatc3	5796	5233	5281	5219	1750	3069	5247	4134	5058
Esrp2	232	210	214	129	113	102	283	118	248
1810019D21Rik	17	27	24	36	42	5	51	60	28
Pla2g15	898	851	888	674	271	565	742	540	727
Slc7a6	1286	1423	1488	1404	510	802	1938	1487	1704
Slc7a6os	804	625	699	928	315	523	927	720	927
Prmt7	468	537	449	568	238	356	935	638	956
Smpd3	2716	2510	2399	1852	693	869	2440	1808	2283
4930506A18Rik	6	4	3	0	13	2	4	0	1
Zfp90	527	448	546	316	151	295	575	375	504
Cdh3	127	166	169	141	123	173	83	144	117
1110028F18Rik	1	3	5	9	9	0	0	0	0
Cdh1	5882	6482	5468	4059	1636	2298	4159	3148	4084
Tango6	437	432	421	423	208	243	521	427	439
Has3	22	25	28	79	58	0	28	39	31
Chtf8	4240	4642	4020	4234	1508	2251	4859	3578	4907
Cirh1a	1638	1563	1614	2252	690	1296	2260	1911	2388
Sntb2	1010	956	1017	1489	518	849	1360	1083	1246
Vps4a	2159	1921	1920	1883	650	1143	2185	1937	2301
Pdf	835	669	767	972	350	407	826	710	840
Cog8	1627	1731	1552	1796	627	1184	1973	1554	1842
Nip7	1267	1142	1004	1146	429	474	1556	1317	1681
Tmed6	27	21	14	7	10	15	16	31	18
Terf2	1831	1761	1724	2072	656	1286	1705	1529	1911
Mir7075	0	0	0	0	0	0	0	0	0
Cyb5b	12772	12763	12105	12773	4414	7521	13971	11015	14191
Nfat5	10641	8683	9419	8502	2505	3642	9770	6448	6781
Nqo1	16	10	33	5	31	14	2	0	68
Nob1	449	493	521	759	235	404	814	753	838
Wwp2	1759	1629	1666	1650	585	1103	1926	1518	2078
Mir140	5	0	1	11	12	27	4	5	5
Psmd7	2139	1929	1821	1881	675	1350	2629	2306	2725
Lncbate1	0	0	0	2	2	0	0	0	0
Zfhx3	7241	8826	8351	4766	1888	2466	5471	3717	4266
Mir3108	11	5	1	9	5	0	11	0	1
D030068K23Rik	0	1	0	0	34	61	1	0	0
Gm1943	58	113	94	99	25	96	136	65	138
Pmfbp1	2	3	3	3	83	64	19	0	3
Dhx38	1627	1762	1791	1808	738	965	1945	1959	2175
Txnl4b	287	368	361	316	138	249	526	425	574
Hp	5	0	0	2	24	0	0	0	1
Dhodh	457	404	415	482	169	456	562	404	514
Pkd1l3	61	41	51	87	113	13	117	59	57
Ist1	5013	4327	4311	4837	1524	2580	4588	4012	4881
Zfp821	866	782	828	1026	332	542	766	759	753
Atxn1l	4930	5153	5295	5315	1794	3420	5370	4549	5770
Ap1g1	9812	9415	8685	9992	3058	5994	10168	8254	9896
Snord71	9	13	12	3	5	0	5	19	11
Phlpp2	2392	2210	2227	2303	848	1244	2635	1834	2265
Marveld3	284	259	287	364	153	161	432	289	391
Tat	48	44	53	66	88	110	81	79	73
Chst4	0	0	3	0	22	22	1	0	3
8030455M16Rik	0	3	0	0	2	1	0	0	0
Zfp612	2682	1813	2324	3677	1087	1823	2548	2132	2110
Calb2	0	2	4	7	59	14	8	6	0
Cmtr2	745	935	808	1091	371	628	997	1128	1308
Hydin	21	15	17	40	203	165	40	30	19
Gm21283	0	0	0	0	2	25	0	0	1
Vac14	1499	1438	1323	1609	536	884	2252	1534	1897
Mtss1l	1340	1278	1318	2438	925	1446	4521	2987	3855
Il34	4	8	11	14	59	29	26	5	17
Sf3b3	9196	8979	8683	9823	3258	5815	11721	9728	11830
Snord111	10	2	15	14	1	7	34	7	6
Cog4	2340	2215	2322	2142	700	1379	2239	1903	2418
Fuk	533	492	450	370	190	224	493	376	380
St3gal2	1192	1254	1218	828	364	560	972	611	993
Ddx19a	2656	2871	2551	2632	854	1503	2319	2217	2519
Ddx19b	1797	1763	1830	2459	793	1207	1976	1694	2187
Mir3473d	0	7	1	5	1	0	9	4	9
Aars	9370	8826	8325	24680	9132	15206	22828	21687	24570
Exosc6	256	217	186	267	108	244	396	352	339
Clec18a	0	1	6	4	58	29	1	0	0
Pdpr	1278	1275	1228	1261	438	814	1418	1252	1356
9430091E24Rik	78	46	95	85	43	26	126	66	107
Glg1	6797	7314	6735	4606	1836	2594	6356	5806	6473
Rfwd3	5499	5087	5308	5296	1778	3188	4227	3304	4418
Mlkl	478	402	430	387	154	285	419	389	438
Fa2h	45	69	75	65	83	126	158	153	166
Wdr59	1379	1296	1321	1320	489	876	1441	1086	1484
Mir1957b	0	0	0	0	2	0	0	0	0
Znrf1	1454	1219	1429	1408	510	863	1609	1281	1645
Ldhd	186	187	136	139	118	92	163	88	175
Zfp1	509	425	447	433	170	209	449	379	477
Ctrb1	3	0	3	5	16	40	13	0	7
Mir7076	0	0	0	0	1	0	0	0	0
Bcar1	4770	5755	5221	3832	1434	2708	2895	2419	3137
Cfdp1	1276	1519	1390	1323	488	752	1699	1630	1878
Tmem170	517	423	474	396	141	320	482	511	428
Chst5	4	9	7	13	33	48	17	18	9
Tmem231	1084	1157	1181	770	342	429	1032	711	1065
Gabarapl2	3404	3721	3431	2330	807	1790	2455	2481	3067
Adat1	203	203	178	225	118	159	424	193	263
Kars	4636	4955	4439	4253	1593	2977	5739	5306	6357
Terf2ip	1157	1189	1183	1364	483	829	1524	1165	1571
Cntnap4	17	7	14	16	33	13	2	12	8
Gm10280	0	0	0	0	5	0	2	0	0
4930571O06Rik	0	0	0	1	4	0	0	0	0
Mon1b	1178	1386	1302	1128	427	752	1575	1452	1782
Syce1l	0	0	1	11	12	45	4	0	0
Adamts18	0	0	7	5	71	42	15	3	0
Nudt7	599	599	660	315	149	279	429	343	381
Vat1l	8929	10552	10251	4267	1849	3075	3684	3185	4160
4933408N05Rik	20	27	10	17	11	17	16	17	50
Clec3a	10	0	3	3	6	8	2	0	1
Wwox	785	782	695	580	270	368	809	537	698
Maf	4850	3966	3447	3607	1069	1515	3231	2066	2705
Dynlrb2	0	0	2	3	9	0	4	2	1
Cdyl2	230	158	265	220	169	174	324	291	393
4930563M20Rik	0	0	0	0	4	15	0	0	0
Cmc2	355	447	372	334	164	203	353	282	351
Cenpn	834	620	638	939	336	606	696	511	625
Atmin	2404	2442	2408	2349	816	1490	2468	2117	2699
1700030J22Rik	209	206	188	184	106	238	257	138	188
Gcsh	420	489	435	276	165	318	421	341	428
Pkd1l2	3	4	3	10	170	40	20	11	0
Bco1	29	3	6	16	40	61	27	0	5
Gan	287	371	307	245	113	224	325	231	271
Cmip	14874	15213	15331	11510	4045	6766	9982	7661	9731
Mir7077	0	2	1	5	2	0	13	16	0
Mir7078	16	0	2	7	2	0	0	19	2
Plcg2	336	245	273	311	206	238	422	354	442
Sdr42e1	141	178	192	184	69	100	213	147	164
Gm38416	3	12	15	5	29	22	12	6	16
Hsd17b2	0	7	12	0	29	16	1	0	5
Mphosph6	812	701	707	620	212	389	597	566	581
Cdh13	64	80	121	49	69	133	101	37	118
Hsbp1	4766	5178	4303	3156	1195	2188	4426	3449	4561
Mlycd	828	783	646	660	255	590	827	524	786
Osgin1	81	93	79	197	97	36	232	195	197
Necab2	2078	1624	1516	1475	450	940	2342	1357	1765
Slc38a8	20	29	29	34	62	87	42	21	23
Mbtps1	8332	8948	8343	6612	2551	3942	8141	6331	8231
Hsdl1	1505	1581	1515	1594	523	869	1802	1229	1834
Dnaaf1	2	9	8	5	72	24	20	5	10
Taf1c	502	433	484	476	230	405	720	595	676
Adad2	0	0	2	3	56	48	19	4	0
Kcng4	0	0	3	3	55	0	12	13	0
Wfdc1	0	0	0	0	46	23	11	0	0
Atp2c2	1	4	2	18	93	84	18	13	2
Tldc1	334	292	296	261	128	290	329	204	331
Cotl1	1586	2155	2009	1183	475	902	1036	1065	1332
Klhl36	272	358	318	225	122	198	241	125	252
Usp10	3234	3360	3244	3097	1098	2031	3393	2995	3474
Crispld2	51	56	51	42	105	70	42	42	26
Zdhhc7	1337	1331	1200	1147	457	761	1254	1204	1500
6430548M08Rik	7919	8425	7928	8270	2791	4851	7915	7171	7841
Fam92b	19	70	40	21	45	0	20	62	19
A330074K22Rik	363	384	390	121	90	166	98	49	114
Gse1	13790	12806	13442	13034	4286	7076	11032	8004	8787
Mir7687	9	4	6	0	7	0	0	0	2
Gins2	440	550	433	460	182	409	504	468	539
Emc8-1190005i06rik	0	0	0	0	2	0	1	0	0
1190005I06Rik	0	2	2	0	11	0	10	0	0
Emc8	1956	2129	1858	1970	778	1034	1961	1563	1968
Cox4i1	3405	4444	3659	2371	1018	1629	2866	2499	3437
Irf8	21	21	39	39	61	34	57	47	51
Fendrr	32	15	25	6	58	20	18	13	11
Foxf1	117	87	123	106	65	81	62	27	106
Mthfsd	850	761	832	796	333	472	1125	992	883
Foxc2	0	0	0	0	33	0	27	0	1
Foxl1	0	0	0	0	40	0	7	0	4
1700018B08Rik	0	0	2	3	27	10	7	0	0
1700030M09Rik	15	0	2	0	12	0	13	0	3
Fbxo31	598	777	808	871	344	548	665	521	751
Map1lc3b	3368	3424	3066	3323	1212	2187	4274	3805	5095
Zcchc14	4556	4957	5234	4551	1602	2496	4806	4171	4855
Jph3	1422	1507	1589	1938	878	1254	2211	1845	2304
Klhdc4	1098	782	896	1186	323	672	1008	1206	1144
Slc7a5	9551	9880	8240	19803	7484	11455	17158	14466	17742
BC048644	8	2	1	16	29	18	29	7	7
Car5a	0	0	1	6	48	0	9	0	1
Banp	695	521	571	911	305	421	710	564	636
Mir7237	4	0	2	2	2	17	7	0	0
Zfpm1	322	366	464	339	212	303	263	203	315
Trhr2	0	2	3	0	23	18	2	0	0
Zc3h18	3283	3445	3493	4368	1446	2564	4383	3799	4392
Il17c	21	3	25	8	15	10	17	14	4
Cyba	0	0	1	5	39	52	2	4	0
Mvd	391	418	342	400	177	320	399	335	508
9330133O14Rik	458	416	371	284	123	204	343	411	383
Gm20735	7	1	0	0	4	17	5	0	0
Snai3	1	18	12	4	34	0	17	0	6
Rnf166	706	584	524	915	345	519	843	694	853
Ctu2	580	493	475	689	287	401	872	557	707
Piezo1	409	382	406	255	310	364	612	576	643
Cdt1	1819	1865	1822	3066	931	1587	2269	1987	2511
Aprt	518	689	481	408	204	158	560	581	623
Galns	1220	1355	1142	853	328	421	1624	1330	1619
Trappc2l	809	880	794	505	177	492	781	793	852
Pabpn1l	13	6	2	5	26	33	9	0	0
Mir6396	0	0	0	0	1	0	0	0	0
Cbfa2t3	1064	890	944	468	347	308	595	440	555
Acsf3	628	630	642	622	268	304	908	896	885
Cdh15	0	2	2	6	69	15	27	6	1
Ankrd11	7140	6631	7115	12678	4324	6868	13588	11496	12425
2810013P06Rik	791	752	683	822	275	608	999	1009	1081
Spg7	2029	1994	1906	1620	585	837	1862	1657	1673
Rpl13	5556	6755	6017	4769	1615	3407	7871	6558	9344
Snord68	0	1	1	2	1	0	6	5	7
Mir7079	2	0	3	0	1	18	4	2	0
Cpne7	0	3	16	2	54	42	8	12	11
